UPC,Название,Исполнитель,Платформа,Вид использования,Период начала,Период окончания,Количество,Вознаграждение Лицензиара (Авторские),Вознаграждение Лицензиара (Смежные),Лейбл
5063833740104,Пули не задели,"Manali Crime, Никита ОСТ",YouTube Premium,Подписка,,,10,0,"3,1",ICECREAMMUSIC
5063833740104,Пули не задели,"Manali Crime, Никита ОСТ",YouTube Premium,Подписка,,,15,0,"4,7",ICECREAMMUSIC
5063833740104,Пули не задели,"Manali Crime, Никита ОСТ",Звук,Подписка,,,1,0,"0,2",ICECREAMMUSIC
5063833740104,Пули не задели,"Manali Crime, Никита ОСТ",Звук,Подписка,,,4,0,"0,97",ICECREAMMUSIC
5063833740104,Пули не задели,"Manali Crime, Никита ОСТ",Звук,Подписка,,,45,0,"10,35",ICECREAMMUSIC
5063833740104,Пули не задели,"Manali Crime, Никита ОСТ",Звук,Подписка,,,92,"3,07",0,ICECREAMMUSIC
5063833740104,Пули не задели,"Manali Crime, Никита ОСТ",КИОН Музыка,Аудиостриминг,,,3,0,"0,06",ICECREAMMUSIC
5063833740104,Пули не задели,"Manali Crime, Никита ОСТ",КИОН Музыка,Подписка,,,11,0,"0,92",ICECREAMMUSIC
5063833740104,Пули не задели,"Manali Crime, Никита ОСТ",КИОН Музыка,Аудиостриминг,,,3,"0,02",0,ICECREAMMUSIC
5063833740104,Пули не задели,"Manali Crime, Никита ОСТ",КИОН Музыка,Подписка,,,11,"0,2",0,ICECREAMMUSIC
5063833740104,Пули не задели,"Manali Crime, Никита ОСТ",Одноклассники,Аудиостриминг,,,1,0,"0,02",ICECREAMMUSIC
5063833740104,Пули не задели,"Manali Crime, Никита ОСТ",Яндекс.Музыка,Аудиостриминг,,,1,0,"0,01",ICECREAMMUSIC
5063833740104,Пули не задели,"Manali Crime, Никита ОСТ",Яндекс.Музыка,Аудиостриминг,,,9,0,"0,06",ICECREAMMUSIC
5063833740104,Пули не задели,"Manali Crime, Никита ОСТ",Яндекс.Музыка,Аудиостриминг,,,12,0,"0,08",ICECREAMMUSIC
5063833740104,Пули не задели,"Manali Crime, Никита ОСТ",Яндекс.Музыка,Аудиостриминг,,,47,0,"0,3",ICECREAMMUSIC
5063833740104,Пули не задели,"Manali Crime, Никита ОСТ",Яндекс.Музыка,Подписка,,,36,0,"1,37",ICECREAMMUSIC
5063833740104,Пули не задели,"Manali Crime, Никита ОСТ",Яндекс.Музыка,Подписка,,,48,0,"1,92",ICECREAMMUSIC
5063833740104,Пули не задели,"Manali Crime, Никита ОСТ",Яндекс.Музыка,Подписка,,,186,0,"7,08",ICECREAMMUSIC
5063833740104,Пули не задели,"Manali Crime, Никита ОСТ",Яндекс.Музыка,Аудиостриминг,,,3,"0,01",0,ICECREAMMUSIC
5063833740104,Пули не задели,"Manali Crime, Никита ОСТ",Яндекс.Музыка,Подписка,,,665,"3,86",0,ICECREAMMUSIC
5063466063182,ПУСТИ МЕНЯ В РАЙ,CANDYL,Яндекс.Музыка,Аудиостриминг,,,1,0,0,ICECREAMMUSIC
5063466063182,ПУСТИ МЕНЯ В РАЙ,CANDYL,Яндекс.Музыка,Аудиостриминг,,,1,0,0,ICECREAMMUSIC
5063466063182,ПУСТИ МЕНЯ В РАЙ,CANDYL,Яндекс.Музыка,Аудиостриминг,,,1,0,0,ICECREAMMUSIC
5063466063182,ПУСТИ МЕНЯ В РАЙ,CANDYL,Яндекс.Музыка,Подписка,,,1,0,"0,02",ICECREAMMUSIC
5063466063182,ПУСТИ МЕНЯ В РАЙ,CANDYL,Яндекс.Музыка,Подписка,,,1,0,"0,02",ICECREAMMUSIC
5063466063182,ПУСТИ МЕНЯ В РАЙ,CANDYL,Яндекс.Музыка,Подписка,,,3,0,"0,07",ICECREAMMUSIC
5063466063182,ПУСТИ МЕНЯ В РАЙ,CANDYL,Яндекс.Музыка,Подписка,,,6,"0,03",0,ICECREAMMUSIC
GUT200238,Путь,МалоеМоре,Яндекс.Музыка,Аудиостриминг,,,1,0,0,ICECREAMMUSIC
GUT200238,Путь,МалоеМоре,Яндекс.Музыка,Аудиостриминг,,,1,0,0,ICECREAMMUSIC
GUT200238,Путь,МалоеМоре,Яндекс.Музыка,Аудиостриминг,,,2,0,"0,01",ICECREAMMUSIC
GUT200238,Путь,МалоеМоре,Яндекс.Музыка,Подписка,,,1,0,"0,02",ICECREAMMUSIC
GUT200238,Путь,МалоеМоре,Яндекс.Музыка,Подписка,,,1,0,"0,02",ICECREAMMUSIC
GUT200238,Путь,МалоеМоре,Яндекс.Музыка,Подписка,,,6,0,"0,2",ICECREAMMUSIC
GUT200238,Путь,МалоеМоре,Яндекс.Музыка,Подписка,,,9,"0,06",0,ICECREAMMUSIC
5063635960717,Разбивай стёкла,CHEDLY,Lyric Find,Тексты песен,,,3,"0,02",0,ICECREAMMUSIC
5063635960717,Разбивай стёкла,CHEDLY,vk,Аудиостриминг,,,1,0,"0,02",ICECREAMMUSIC
5063635960717,Разбивай стёкла,CHEDLY,vk,Аудиостриминг,,,2,0,"0,03",ICECREAMMUSIC
5063635960717,Разбивай стёкла,CHEDLY,vk,Аудиостриминг,,,3,0,"0,05",ICECREAMMUSIC
5063635960717,Разбивай стёкла,CHEDLY,vk,Аудиостриминг,,,5,0,"0,09",ICECREAMMUSIC
5063635960717,Разбивай стёкла,CHEDLY,vk,Подписка,,,4,0,"0,36",ICECREAMMUSIC
5063635960717,Разбивай стёкла,CHEDLY,vk,Аудиостриминг,,,3,"0,01",0,ICECREAMMUSIC
5063635960717,Разбивай стёкла,CHEDLY,vk,Аудиостриминг,,,2,"0,01",0,ICECREAMMUSIC
5063635960717,Разбивай стёкла,CHEDLY,vk,Аудиостриминг,,,5,"0,02",0,ICECREAMMUSIC
5063635960717,Разбивай стёкла,CHEDLY,vk,Подписка,,,4,"0,09",0,ICECREAMMUSIC
5063635960717,Разбивай стёкла,CHEDLY,vk,Тексты песен,,,3,"0,09",0,ICECREAMMUSIC
5063635960717,Разбивай стёкла,CHEDLY,Яндекс.Музыка,Аудиостриминг,,,1,0,0,ICECREAMMUSIC
5063635960717,Разбивай стёкла,CHEDLY,Яндекс.Музыка,Аудиостриминг,,,1,0,0,ICECREAMMUSIC
5063635960717,Разбивай стёкла,CHEDLY,Яндекс.Музыка,Аудиостриминг,,,1,0,0,ICECREAMMUSIC
5063635960717,Разбивай стёкла,CHEDLY,Яндекс.Музыка,Подписка,,,2,0,"0,06",ICECREAMMUSIC
5063635960717,Разбивай стёкла,CHEDLY,Яндекс.Музыка,Подписка,,,3,0,"0,08",ICECREAMMUSIC
5063635960717,Разбивай стёкла,CHEDLY,Яндекс.Музыка,Подписка,,,4,0,"0,1",ICECREAMMUSIC
5063635960717,Разбивай стёкла,CHEDLY,Яндекс.Музыка,Подписка,,,7,"0,04",0,ICECREAMMUSIC
5063833143806,Разговоры по душам,OTALOE,vk,Аудиостриминг,,,1,0,"0,01",ICECREAMMUSIC
5063833143806,Разговоры по душам,OTALOE,vk,Аудиостриминг,,,2,0,"0,06",ICECREAMMUSIC
5063833143806,Разговоры по душам,OTALOE,vk,Аудиостриминг,,,4,0,"0,15",ICECREAMMUSIC
5063833143806,Разговоры по душам,OTALOE,vk,Аудиостриминг,,,9,0,"0,17",ICECREAMMUSIC
5063833143806,Разговоры по душам,OTALOE,vk,Подписка,,,2,0,"0,21",ICECREAMMUSIC
5063833143806,Разговоры по душам,OTALOE,vk,Аудиостриминг,,,25,0,"0,52",ICECREAMMUSIC
5063833143806,Разговоры по душам,OTALOE,vk,Аудиостриминг,,,35,0,"0,74",ICECREAMMUSIC
5063833143806,Разговоры по душам,OTALOE,vk,Подписка,,,6,0,"1,24",ICECREAMMUSIC
5063833143806,Разговоры по душам,OTALOE,vk,Подписка,,,20,0,"3,42",ICECREAMMUSIC
5063833143806,Разговоры по душам,OTALOE,vk,Аудиостриминг,,,10,"0,03",0,ICECREAMMUSIC
5063833143806,Разговоры по душам,OTALOE,vk,Подписка,,,2,"0,06",0,ICECREAMMUSIC
5063833143806,Разговоры по душам,OTALOE,vk,Аудиостриминг,,,29,"0,1",0,ICECREAMMUSIC
5063833143806,Разговоры по душам,OTALOE,vk,Аудиостриминг,,,41,"0,14",0,ICECREAMMUSIC
5063833143806,Разговоры по душам,OTALOE,vk,Подписка,,,7,"0,31",0,ICECREAMMUSIC
5063833143806,Разговоры по душам,OTALOE,vk,Подписка,,,23,"0,85",0,ICECREAMMUSIC
5063833143806,Разговоры по душам,OTALOE,Звук,Подписка,,,1,0,"0,2",ICECREAMMUSIC
5063833143806,Разговоры по душам,OTALOE,Иная дистрибуция,Видео,,,26,0,"0,01",ICECREAMMUSIC
5063833143806,Разговоры по душам,OTALOE,Иная дистрибуция,Видео,,,24,0,"0,01",ICECREAMMUSIC
5063833143806,Разговоры по душам,OTALOE,Иная дистрибуция,Видео,,,41,0,"0,01",ICECREAMMUSIC
5063833143806,Разговоры по душам,OTALOE,Яндекс.Музыка,Аудиостриминг,,,3,0,"0,02",ICECREAMMUSIC
5063833143806,Разговоры по душам,OTALOE,Яндекс.Музыка,Аудиостриминг,,,10,0,"0,07",ICECREAMMUSIC
5063833143806,Разговоры по душам,OTALOE,Яндекс.Музыка,Аудиостриминг,,,20,0,"0,14",ICECREAMMUSIC
5063833143806,Разговоры по душам,OTALOE,Яндекс.Музыка,Подписка,,,12,0,"0,44",ICECREAMMUSIC
5063833143806,Разговоры по душам,OTALOE,Яндекс.Музыка,Подписка,,,39,0,"1,53",ICECREAMMUSIC
5063833143806,Разговоры по душам,OTALOE,Яндекс.Музыка,Подписка,,,80,0,"3,18",ICECREAMMUSIC
5063833143806,Разговоры по душам,OTALOE,Яндекс.Музыка,Подписка,,,68,"0,39",0,ICECREAMMUSIC
5063945018016,Рап на узком,The Paket Clan,Snap,Видео,,,1,0,"0,03",ICECREAMMUSIC
5063945018016,Рап на узком,The Paket Clan,Snap,Видео,,,6,0,"0,28",ICECREAMMUSIC
5063945018016,Рап на узком,The Paket Clan,vk,Аудиостриминг,,,1,0,"0,01",ICECREAMMUSIC
5063945018016,Рап на узком,The Paket Clan,vk,Аудиостриминг,,,1,0,"0,01",ICECREAMMUSIC
5063945018016,Рап на узком,The Paket Clan,vk,Аудиостриминг,,,2,0,"0,03",ICECREAMMUSIC
5063945018016,Рап на узком,The Paket Clan,vk,Аудиостриминг,,,3,0,"0,05",ICECREAMMUSIC
5063945018016,Рап на узком,The Paket Clan,vk,Подписка,,,1,0,"0,13",ICECREAMMUSIC
5063945018016,Рап на узком,The Paket Clan,vk,Подписка,,,2,0,"0,3",ICECREAMMUSIC
5063945018016,Рап на узком,The Paket Clan,vk,Аудиостриминг,,,23,0,"0,48",ICECREAMMUSIC
5063945018016,Рап на узком,The Paket Clan,vk,Аудиостриминг,,,3,"0,01",0,ICECREAMMUSIC
5063945018016,Рап на узком,The Paket Clan,vk,Аудиостриминг,,,2,"0,01",0,ICECREAMMUSIC
5063945018016,Рап на узком,The Paket Clan,vk,Подписка,,,1,"0,03",0,ICECREAMMUSIC
5063945018016,Рап на узком,The Paket Clan,vk,Подписка,,,2,"0,08",0,ICECREAMMUSIC
5063945018016,Рап на узком,The Paket Clan,vk,Аудиостриминг,,,27,"0,09",0,ICECREAMMUSIC
5063833490245,Раскачаем,OTALOE,Spotify,Подписка,,,1,"0,01",0,ICECREAMMUSIC
5063833490245,Раскачаем,OTALOE,Spotify,Подписка,,,3,"0,03",0,ICECREAMMUSIC
5063833490245,Раскачаем,OTALOE,TikTok,Видео,,,1,0,"0,02",ICECREAMMUSIC
5063833490245,Раскачаем,OTALOE,vk,Аудиостриминг,,,4,0,"0,17",ICECREAMMUSIC
5063833490245,Раскачаем,OTALOE,vk,Аудиостриминг,,,4,0,"0,18",ICECREAMMUSIC
5063833490245,Раскачаем,OTALOE,vk,Аудиостриминг,,,11,0,"0,44",ICECREAMMUSIC
5063833490245,Раскачаем,OTALOE,vk,Аудиостриминг,,,32,0,"0,66",ICECREAMMUSIC
5063833490245,Раскачаем,OTALOE,vk,Аудиостриминг,,,79,0,"1,67",ICECREAMMUSIC
5063833490245,Раскачаем,OTALOE,vk,Аудиостриминг,,,95,0,2,ICECREAMMUSIC
5063833490245,Раскачаем,OTALOE,vk,Подписка,,,18,0,"3,79",ICECREAMMUSIC
5063833490245,Раскачаем,OTALOE,vk,Подписка,,,20,0,"4,09",ICECREAMMUSIC
5063833490245,Раскачаем,OTALOE,vk,Подписка,,,57,0,"9,78",ICECREAMMUSIC
5063833490245,Раскачаем,OTALOE,vk,Тексты песен,,,3,"0,09",0,ICECREAMMUSIC
5063833490245,Раскачаем,OTALOE,vk,Аудиостриминг,,,37,"0,13",0,ICECREAMMUSIC
5063833490245,Раскачаем,OTALOE,vk,Аудиостриминг,,,92,"0,31",0,ICECREAMMUSIC
5063833490245,Раскачаем,OTALOE,vk,Аудиостриминг,,,111,"0,37",0,ICECREAMMUSIC
5063833490245,Раскачаем,OTALOE,vk,Подписка,,,21,"0,93",0,ICECREAMMUSIC
5063833490245,Раскачаем,OTALOE,vk,Подписка,,,23,"1,01",0,ICECREAMMUSIC
5063833490245,Раскачаем,OTALOE,vk,Подписка,,,67,"2,42",0,ICECREAMMUSIC
5063833490245,Раскачаем,OTALOE,YouTube,Аудио,,,2,0,"0,01",ICECREAMMUSIC
5063833490245,Раскачаем,OTALOE,YouTube,Аудиостриминг,,,10,0,"0,01",ICECREAMMUSIC
5063833490245,Раскачаем,OTALOE,Звук,Подписка,,,2,0,"0,39",ICECREAMMUSIC
5063833490245,Раскачаем,OTALOE,Звук,Подписка,,,2,"0,06",0,ICECREAMMUSIC
5063833490245,Раскачаем,OTALOE,КИОН Музыка,Подписка,,,2,0,"0,14",ICECREAMMUSIC
5063833490245,Раскачаем,OTALOE,КИОН Музыка,Подписка,,,2,"0,03",0,ICECREAMMUSIC
5063833490245,Раскачаем,OTALOE,Яндекс.Музыка,Аудиостриминг,,,1,0,"0,01",ICECREAMMUSIC
5063833490245,Раскачаем,OTALOE,Яндекс.Музыка,Аудиостриминг,,,2,0,"0,01",ICECREAMMUSIC
5063833490245,Раскачаем,OTALOE,Яндекс.Музыка,Аудиостриминг,,,6,0,"0,04",ICECREAMMUSIC
5063833490245,Раскачаем,OTALOE,Яндекс.Музыка,Аудиостриминг,,,29,0,"0,19",ICECREAMMUSIC
5063833490245,Раскачаем,OTALOE,Яндекс.Музыка,Аудиостриминг,,,31,0,"0,21",ICECREAMMUSIC
5063833490245,Раскачаем,OTALOE,Яндекс.Музыка,Подписка,,,23,0,"0,83",ICECREAMMUSIC
5063833490245,Раскачаем,OTALOE,Яндекс.Музыка,Подписка,,,115,0,"4,53",ICECREAMMUSIC
5063833490245,Раскачаем,OTALOE,Яндекс.Музыка,Подписка,,,122,0,"4,82",ICECREAMMUSIC
5063833490245,Раскачаем,OTALOE,Яндекс.Музыка,Аудиостриминг,,,2,"0,01",0,ICECREAMMUSIC
5063833490245,Раскачаем,OTALOE,Яндекс.Музыка,Подписка,,,116,"0,67",0,ICECREAMMUSIC
5063833135788,Редкий пульс,THIRTEENKILLA,QQMusic,Подписка,,,1,0,"0,03",ICECREAMMUSIC
5063833135788,Редкий пульс,THIRTEENKILLA,vk,Аудиостриминг,,,1,0,"0,02",ICECREAMMUSIC
5063833135788,Редкий пульс,THIRTEENKILLA,vk,Аудиостриминг,,,2,0,"0,03",ICECREAMMUSIC
5063833135788,Редкий пульс,THIRTEENKILLA,vk,Аудиостриминг,,,2,0,"0,03",ICECREAMMUSIC
5063833135788,Редкий пульс,THIRTEENKILLA,vk,Аудиостриминг,,,2,"0,01",0,ICECREAMMUSIC
5063833135788,Редкий пульс,THIRTEENKILLA,vk,Аудиостриминг,,,2,"0,01",0,ICECREAMMUSIC
5063833135788,Редкий пульс,THIRTEENKILLA,Одноклассники,Аудиостриминг,,,1,0,"0,02",ICECREAMMUSIC
5063833135788,Редкий пульс,THIRTEENKILLA,Сервисы АДВ Мьюзик,РБТ,,,3,0,"0,08",ICECREAMMUSIC
5063833135788,Редкий пульс,THIRTEENKILLA,Сервисы АДВ Мьюзик,РБТ,,,3,"0,02",0,ICECREAMMUSIC
5063833135788,Редкий пульс,THIRTEENKILLA,Яндекс.Музыка,Аудиостриминг,,,1,0,"0,01",ICECREAMMUSIC
5063833135788,Редкий пульс,THIRTEENKILLA,Яндекс.Музыка,Аудиостриминг,,,2,0,"0,01",ICECREAMMUSIC
5063833135788,Редкий пульс,THIRTEENKILLA,Яндекс.Музыка,Аудиостриминг,,,5,0,"0,03",ICECREAMMUSIC
5063833135788,Редкий пульс,THIRTEENKILLA,Яндекс.Музыка,Подписка,,,4,0,"0,13",ICECREAMMUSIC
5063833135788,Редкий пульс,THIRTEENKILLA,Яндекс.Музыка,Подписка,,,8,0,"0,31",ICECREAMMUSIC
5063833135788,Редкий пульс,THIRTEENKILLA,Яндекс.Музыка,Подписка,,,17,0,"0,64",ICECREAMMUSIC
5063833135788,Редкий пульс,THIRTEENKILLA,Яндекс.Музыка,Подписка,,,86,"0,5",0,ICECREAMMUSIC
5063316711768,Родители,Анна Медведева,Apple Music,Подписка,,,2,"0,03",0,ICECREAMMUSIC
5063316711768,Родители,Анна Медведева,vk,Аудиостриминг,,,1,0,"0,01",ICECREAMMUSIC
5063316711768,Родители,Анна Медведева,vk,Аудиостриминг,,,1,0,"0,01",ICECREAMMUSIC
5063316711768,Родители,Анна Медведева,vk,Аудиостриминг,,,1,0,"0,02",ICECREAMMUSIC
5063316711768,Родители,Анна Медведева,vk,Аудиостриминг,,,4,0,"0,06",ICECREAMMUSIC
5063316711768,Родители,Анна Медведева,vk,Подписка,,,1,0,"0,13",ICECREAMMUSIC
5063316711768,Родители,Анна Медведева,vk,Подписка,,,2,0,"0,31",ICECREAMMUSIC
5063316711768,Родители,Анна Медведева,vk,Аудиостриминг,,,4,"0,01",0,ICECREAMMUSIC
5063316711768,Родители,Анна Медведева,vk,Подписка,,,1,"0,03",0,ICECREAMMUSIC
5063316711768,Родители,Анна Медведева,vk,Подписка,,,2,"0,08",0,ICECREAMMUSIC
5063316711768,Родители,Анна Медведева,Яндекс.Музыка,Аудиостриминг,,,2,0,"0,01",ICECREAMMUSIC
5063316711768,Родители,Анна Медведева,Яндекс.Музыка,Аудиостриминг,,,2,0,"0,01",ICECREAMMUSIC
5063316711768,Родители,Анна Медведева,Яндекс.Музыка,Аудиостриминг,,,4,0,"0,02",ICECREAMMUSIC
5063316711768,Родители,Анна Медведева,Яндекс.Музыка,Подписка,,,6,0,"0,2",ICECREAMMUSIC
5063316711768,Родители,Анна Медведева,Яндекс.Музыка,Подписка,,,6,0,"0,2",ICECREAMMUSIC
5063316711768,Родители,Анна Медведева,Яндекс.Музыка,Подписка,,,13,0,"0,49",ICECREAMMUSIC
5063316711768,Родители,Анна Медведева,Яндекс.Музыка,Подписка,,,32,"0,18",0,ICECREAMMUSIC
5063316966786,С Днём Рождения!,WIZKEY,vk,Аудиостриминг,,,2,0,"0,05",ICECREAMMUSIC
5063316966786,С Днём Рождения!,WIZKEY,vk,Аудиостриминг,,,2,0,"0,09",ICECREAMMUSIC
5063316966786,С Днём Рождения!,WIZKEY,vk,Аудиостриминг,,,4,0,"0,15",ICECREAMMUSIC
5063316966786,С Днём Рождения!,WIZKEY,vk,Аудиостриминг,,,21,0,"0,44",ICECREAMMUSIC
5063316966786,С Днём Рождения!,WIZKEY,vk,Аудиостриминг,,,35,0,"0,74",ICECREAMMUSIC
5063316966786,С Днём Рождения!,WIZKEY,vk,Подписка,,,7,0,"1,19",ICECREAMMUSIC
5063316966786,С Днём Рождения!,WIZKEY,vk,Аудиостриминг,,,72,0,"1,51",ICECREAMMUSIC
5063316966786,С Днём Рождения!,WIZKEY,vk,Подписка,,,11,0,"2,1",ICECREAMMUSIC
5063316966786,С Днём Рождения!,WIZKEY,vk,Подписка,,,21,0,"3,42",ICECREAMMUSIC
5063316966786,С Днём Рождения!,WIZKEY,vk,Аудиостриминг,,,24,"0,08",0,ICECREAMMUSIC
5063316966786,С Днём Рождения!,WIZKEY,vk,Аудиостриминг,,,41,"0,14",0,ICECREAMMUSIC
5063316966786,С Днём Рождения!,WIZKEY,vk,Аудиостриминг,,,84,"0,28",0,ICECREAMMUSIC
5063316966786,С Днём Рождения!,WIZKEY,vk,Подписка,,,8,"0,29",0,ICECREAMMUSIC
5063316966786,С Днём Рождения!,WIZKEY,vk,Тексты песен,,,12,"0,46",0,ICECREAMMUSIC
5063316966786,С Днём Рождения!,WIZKEY,vk,Подписка,,,12,"0,52",0,ICECREAMMUSIC
5063316966786,С Днём Рождения!,WIZKEY,vk,Подписка,,,24,"0,85",0,ICECREAMMUSIC
5063316966786,С Днём Рождения!,WIZKEY,Звук,Подписка,,,2,0,"0,38",ICECREAMMUSIC
5063316966786,С Днём Рождения!,WIZKEY,КИОН Музыка,Подписка,,,4,0,"0,28",ICECREAMMUSIC
5063316966786,С Днём Рождения!,WIZKEY,КИОН Музыка,Подписка,,,4,"0,06",0,ICECREAMMUSIC
5063316966786,С Днём Рождения!,WIZKEY,Одноклассники,Аудиостриминг,,,1,0,"0,02",ICECREAMMUSIC
5063316966786,С Днём Рождения!,WIZKEY,Одноклассники,Аудиостриминг,,,2,0,"0,03",ICECREAMMUSIC
5063316966786,С Днём Рождения!,WIZKEY,Одноклассники,Аудиостриминг,,,2,"0,01",0,ICECREAMMUSIC
5063316966786,С Днём Рождения!,WIZKEY,Яндекс.Музыка,Аудиостриминг,,,1,0,0,ICECREAMMUSIC
5063316966786,С Днём Рождения!,WIZKEY,Яндекс.Музыка,Аудиостриминг,,,1,0,0,ICECREAMMUSIC
5063316966786,С Днём Рождения!,WIZKEY,Яндекс.Музыка,Аудиостриминг,,,2,0,"0,01",ICECREAMMUSIC
5063316966786,С Днём Рождения!,WIZKEY,Яндекс.Музыка,Подписка,,,2,0,"0,06",ICECREAMMUSIC
5063316966786,С Днём Рождения!,WIZKEY,Яндекс.Музыка,Подписка,,,3,0,"0,07",ICECREAMMUSIC
5063316966786,С Днём Рождения!,WIZKEY,Яндекс.Музыка,Подписка,,,6,0,"0,2",ICECREAMMUSIC
5063316966786,С Днём Рождения!,WIZKEY,Яндекс.Музыка,Подписка,,,15,"0,08",0,ICECREAMMUSIC
5063635732093,С низов,"URSOV, OTALOE",SoundCloud,Аудиостриминг,,,2,0,"0,21",ICECREAMMUSIC
5063635732093,С низов,"URSOV, OTALOE",vk,Аудиостриминг,,,1,0,"0,01",ICECREAMMUSIC
5063635732093,С низов,"URSOV, OTALOE",vk,Аудиостриминг,,,1,0,"0,04",ICECREAMMUSIC
5063635732093,С низов,"URSOV, OTALOE",vk,Подписка,,,1,0,"0,15",ICECREAMMUSIC
5063635732093,С низов,"URSOV, OTALOE",vk,Аудиостриминг,,,17,0,"0,36",ICECREAMMUSIC
5063635732093,С низов,"URSOV, OTALOE",vk,Аудиостриминг,,,20,0,"0,4",ICECREAMMUSIC
5063635732093,С низов,"URSOV, OTALOE",vk,Аудиостриминг,,,30,0,"0,63",ICECREAMMUSIC
5063635732093,С низов,"URSOV, OTALOE",vk,Подписка,,,6,0,"0,89",ICECREAMMUSIC
5063635732093,С низов,"URSOV, OTALOE",vk,Подписка,,,1,"0,04",0,ICECREAMMUSIC
5063635732093,С низов,"URSOV, OTALOE",vk,Аудиостриминг,,,20,"0,06",0,ICECREAMMUSIC
5063635732093,С низов,"URSOV, OTALOE",vk,Аудиостриминг,,,23,"0,08",0,ICECREAMMUSIC
5063635732093,С низов,"URSOV, OTALOE",vk,Аудиостриминг,,,35,"0,11",0,ICECREAMMUSIC
5063635732093,С низов,"URSOV, OTALOE",vk,Подписка,,,6,"0,22",0,ICECREAMMUSIC
5063635732093,С низов,"URSOV, OTALOE",Иная дистрибуция,Видео,,,14,0,"0,01",ICECREAMMUSIC
5063635732093,С низов,"URSOV, OTALOE",Иная дистрибуция,Видео,,,36,0,"0,01",ICECREAMMUSIC
5063635732093,С низов,"URSOV, OTALOE",Иная дистрибуция,Видео,,,50,0,"0,01",ICECREAMMUSIC
5063635732093,С низов,"URSOV, OTALOE",Яндекс.Музыка,Аудиостриминг,,,2,0,"0,01",ICECREAMMUSIC
5063635732093,С низов,"URSOV, OTALOE",Яндекс.Музыка,Аудиостриминг,,,3,0,"0,02",ICECREAMMUSIC
5063635732093,С низов,"URSOV, OTALOE",Яндекс.Музыка,Аудиостриминг,,,10,0,"0,06",ICECREAMMUSIC
5063635732093,С низов,"URSOV, OTALOE",Яндекс.Музыка,Подписка,,,8,0,"0,29",ICECREAMMUSIC
5063635732093,С низов,"URSOV, OTALOE",Яндекс.Музыка,Подписка,,,10,0,"0,36",ICECREAMMUSIC
5063635732093,С низов,"URSOV, OTALOE",Яндекс.Музыка,Подписка,,,38,0,"1,48",ICECREAMMUSIC
5063635732093,С низов,"URSOV, OTALOE",Яндекс.Музыка,Подписка,,,24,"0,14",0,ICECREAMMUSIC
5063945393687,Связаны,"POVOD, Полумягкие",vk,Пробная подписка,,,9,0,"4,23",ICECREAMMUSIC
5063945393687,Связаны,"POVOD, Полумягкие",vk,Аудиостриминг,,,129,0,"5,6",ICECREAMMUSIC
5063945393687,Связаны,"POVOD, Полумягкие",vk,Аудиостриминг,,,826,0,"17,61",ICECREAMMUSIC
5063945393687,Связаны,"POVOD, Полумягкие",vk,Пробная подписка,,,58,0,"29,73",ICECREAMMUSIC
5063945393687,Связаны,"POVOD, Полумягкие",vk,Аудиостриминг,,,1472,0,"78,64",ICECREAMMUSIC
5063945393687,Связаны,"POVOD, Полумягкие",vk,Подписка,,,728,0,"125,02",ICECREAMMUSIC
5063945393687,Связаны,"POVOD, Полумягкие",vk,Аудиостриминг,,,11999,0,"256,23",ICECREAMMUSIC
5063945393687,Связаны,"POVOD, Полумягкие",vk,Подписка,,,8337,0,"1756,33",ICECREAMMUSIC
5063945393687,Связаны,"POVOD, Полумягкие",vk,Пробная подписка,,,10,"1,05",0,ICECREAMMUSIC
5063945393687,Связаны,"POVOD, Полумягкие",vk,Аудиостриминг,,,971,"3,25",0,ICECREAMMUSIC
5063945393687,Связаны,"POVOD, Полумягкие",vk,Пробная подписка,,,68,"7,35",0,ICECREAMMUSIC
5063945393687,Связаны,"POVOD, Полумягкие",vk,Подписка,,,856,"30,88",0,ICECREAMMUSIC
5063945393687,Связаны,"POVOD, Полумягкие",vk,Аудиостриминг,,,14116,"47,24",0,ICECREAMMUSIC
5063945393687,Связаны,"POVOD, Полумягкие",vk,Подписка,,,9808,"433,72",0,ICECREAMMUSIC
5063945393687,Связаны,"POVOD, Полумягкие",YouTube,Аудио,,,8,0,"0,05",ICECREAMMUSIC
5063945393687,Связаны,"POVOD, Полумягкие",YouTube,Аудио,,,87,0,"0,9",ICECREAMMUSIC
5063945393687,Связаны,"POVOD, Полумягкие",YouTube,Подписка,,,93,"0,38",0,ICECREAMMUSIC
5063945393687,Связаны,"POVOD, Полумягкие",YouTube Premium,Подписка,,,5,0,"0,36",ICECREAMMUSIC
5063945393687,Связаны,"POVOD, Полумягкие",YouTube Premium,Подписка,,,90,0,12,ICECREAMMUSIC
5063945393687,Связаны,"POVOD, Полумягкие",Звук,Аудиостриминг,,,4,0,"0,01",ICECREAMMUSIC
5063945393687,Связаны,"POVOD, Полумягкие",Звук,Подписка,,,36,0,"8,57",ICECREAMMUSIC
5063945393687,Связаны,"POVOD, Полумягкие",Звук,Подписка,,,167,0,"39,67",ICECREAMMUSIC
5063945393687,Связаны,"POVOD, Полумягкие",Иная дистрибуция,Видео,,,930,0,"0,25",ICECREAMMUSIC
5063945393687,Связаны,"POVOD, Полумягкие",Одноклассники,Аудиостриминг,,,12,0,"0,21",ICECREAMMUSIC
